t,strain*1e21
-2.9647,-0.1498
-2.9645,-0.1491
-2.9642,-0.1483
-2.9640,-0.1473
-2.9637,-0.1462
-2.9635,-0.1450
-2.9633,-0.1437
-2.9630,-0.1422
-2.9628,-0.1405
-2.9625,-0.1388
-2.9623,-0.1369
-2.9620,-0.1349
-2.9618,-0.1327
-2.9615,-0.1305
-2.9613,-0.1281
-2.9611,-0.1255
-2.9608,-0.1229
-2.9606,-0.1202
-2.9603,-0.1173
-2.9601,-0.1143
-2.9598,-0.1112
-2.9596,-0.1080
-2.9593,-0.1047
-2.9591,-0.1014
-2.9589,-0.0979
-2.9586,-0.0943
-2.9584,-0.0906
-2.9581,-0.0869
-2.9579,-0.0830
-2.9576,-0.0791
-2.9574,-0.0751
-2.9572,-0.0711
-2.9569,-0.0670
-2.9567,-0.0628
-2.9564,-0.0585
-2.9562,-0.0542
-2.9559,-0.0499
-2.9557,-0.0454
-2.9554,-0.0410
-2.9552,-0.0365
-2.9550,-0.0320
-2.9547,-0.0274
-2.9545,-0.0229
-2.9542,-0.0183
-2.9540,-0.0136
-2.9537,-0.0090
-2.9535,-0.0044
-2.9532,0.0003
-2.9530,0.0049
-2.9528,0.0095
-2.9525,0.0142
-2.9523,0.0188
-2.9520,0.0234
-2.9518,0.0280
-2.9515,0.0325
-2.9513,0.0370
-2.9510,0.0415
-2.9508,0.0460
-2.9506,0.0504
-2.9503,0.0547
-2.9501,0.0591
-2.9498,0.0633
-2.9496,0.0675
-2.9493,0.0716
-2.9491,0.0757
-2.9489,0.0797
-2.9486,0.0836
-2.9484,0.0874
-2.9481,0.0912
-2.9479,0.0948
-2.9476,0.0984
-2.9474,0.1019
-2.9471,0.1053
-2.9469,0.1086
-2.9467,0.1118
-2.9464,0.1149
-2.9462,0.1178
-2.9459,0.1207
-2.9457,0.1234
-2.9454,0.1261
-2.9452,0.1286
-2.9449,0.1310
-2.9447,0.1332
-2.9445,0.1354
-2.9442,0.1374
-2.9440,0.1393
-2.9437,0.1410
-2.9435,0.1426
-2.9432,0.1441
-2.9430,0.1455
-2.9427,0.1467
-2.9425,0.1478
-2.9423,0.1487
-2.9420,0.1495
-2.9418,0.1501
-2.9415,0.1506
-2.9413,0.1510
-2.9410,0.1512
-2.9408,0.1513
-2.9405,0.1512
-2.9403,0.1510
-2.9401,0.1507
-2.9398,0.1502
-2.9396,0.1495
-2.9393,0.1488
-2.9391,0.1479
-2.9388,0.1468
-2.9386,0.1456
-2.9384,0.1443
-2.9381,0.1428
-2.9379,0.1412
-2.9376,0.1394
-2.9374,0.1376
-2.9371,0.1356
-2.9369,0.1334
-2.9366,0.1312
-2.9364,0.1288
-2.9362,0.1263
-2.9359,0.1236
-2.9357,0.1209
-2.9354,0.1180
-2.9352,0.1151
-2.9349,0.1120
-2.9347,0.1088
-2.9344,0.1055
-2.9342,0.1021
-2.9340,0.0986
-2.9337,0.0951
-2.9335,0.0914
-2.9332,0.0876
-2.9330,0.0838
-2.9327,0.0799
-2.9325,0.0759
-2.9322,0.0718
-2.9320,0.0677
-2.9318,0.0635
-2.9315,0.0592
-2.9313,0.0549
-2.9310,0.0505
-2.9308,0.0461
-2.9305,0.0416
-2.9303,0.0371
-2.9301,0.0326
-2.9298,0.0280
-2.9296,0.0234
-2.9293,0.0188
-2.9291,0.0141
-2.9288,0.0095
-2.9286,0.0048
-2.9283,0.0002
-2.9281,-0.0045
-2.9279,-0.0092
-2.9276,-0.0138
-2.9274,-0.0185
-2.9271,-0.0231
-2.9269,-0.0277
-2.9266,-0.0323
-2.9264,-0.0368
-2.9261,-0.0413
-2.9259,-0.0458
-2.9257,-0.0502
-2.9254,-0.0546
-2.9252,-0.0590
-2.9249,-0.0632
-2.9247,-0.0674
-2.9244,-0.0716
-2.9242,-0.0757
-2.9239,-0.0797
-2.9237,-0.0836
-2.9235,-0.0875
-2.9232,-0.0913
-2.9230,-0.0949
-2.9227,-0.0985
-2.9225,-0.1021
-2.9222,-0.1055
-2.9220,-0.1088
-2.9218,-0.1120
-2.9215,-0.1151
-2.9213,-0.1181
-2.9210,-0.1209
-2.9208,-0.1237
-2.9205,-0.1263
-2.9203,-0.1289
-2.9200,-0.1313
-2.9198,-0.1335
-2.9196,-0.1357
-2.9193,-0.1377
-2.9191,-0.1396
-2.9188,-0.1414
-2.9186,-0.1430
-2.9183,-0.1445
-2.9181,-0.1458
-2.9178,-0.1470
-2.9176,-0.1481
-2.9174,-0.1490
-2.9171,-0.1498
-2.9169,-0.1505
-2.9166,-0.1510
-2.9164,-0.1513
-2.9161,-0.1515
-2.9159,-0.1516
-2.9156,-0.1515
-2.9154,-0.1513
-2.9152,-0.1509
-2.9149,-0.1504
-2.9147,-0.1498
-2.9144,-0.1490
-2.9142,-0.1481
-2.9139,-0.1470
-2.9137,-0.1458
-2.9135,-0.1444
-2.9132,-0.1429
-2.9130,-0.1413
-2.9127,-0.1395
-2.9125,-0.1376
-2.9122,-0.1356
-2.9120,-0.1334
-2.9117,-0.1311
-2.9115,-0.1287
-2.9113,-0.1262
-2.9110,-0.1235
-2.9108,-0.1208
-2.9105,-0.1179
-2.9103,-0.1149
-2.9100,-0.1118
-2.9098,-0.1086
-2.9095,-0.1052
-2.9093,-0.1018
-2.9091,-0.0983
-2.9088,-0.0947
-2.9086,-0.0910
-2.9083,-0.0872
-2.9081,-0.0833
-2.9078,-0.0794
-2.9076,-0.0753
-2.9073,-0.0712
-2.9071,-0.0670
-2.9069,-0.0628
-2.9066,-0.0585
-2.9064,-0.0542
-2.9061,-0.0498
-2.9059,-0.0453
-2.9056,-0.0408
-2.9054,-0.0363
-2.9051,-0.0317
-2.9049,-0.0271
-2.9047,-0.0225
-2.9044,-0.0178
-2.9042,-0.0132
-2.9039,-0.0085
-2.9037,-0.0038
-2.9034,0.0009
-2.9032,0.0056
-2.9030,0.0103
-2.9027,0.0149
-2.9025,0.0196
-2.9022,0.0242
-2.9020,0.0289
-2.9017,0.0335
-2.9015,0.0380
-2.9012,0.0426
-2.9010,0.0470
-2.9008,0.0515
-2.9005,0.0559
-2.9003,0.0602
-2.9000,0.0645
-2.8998,0.0687
-2.8995,0.0729
-2.8993,0.0770
-2.8990,0.0810
-2.8988,0.0849
-2.8986,0.0888
-2.8983,0.0925
-2.8981,0.0962
-2.8978,0.0998
