t,strain*1e21
-0.9908,-0.0498
-0.9905,-0.0490
-0.9903,-0.0478
-0.9901,-0.0461
-0.9898,-0.0441
-0.9896,-0.0417
-0.9893,-0.0390
-0.9891,-0.0359
-0.9888,-0.0325
-0.9886,-0.0289
-0.9884,-0.0250
-0.9881,-0.0209
-0.9879,-0.0166
-0.9876,-0.0121
-0.9874,-0.0076
-0.9871,-0.0030
-0.9869,0.0016
-0.9866,0.0062
-0.9864,0.0108
-0.9862,0.0153
-0.9859,0.0196
-0.9857,0.0238
-0.9854,0.0278
-0.9852,0.0315
-0.9849,0.0350
-0.9847,0.0382
-0.9844,0.0410
-0.9842,0.0435
-0.9840,0.0457
-0.9837,0.0474
-0.9835,0.0488
-0.9832,0.0497
-0.9830,0.0502
-0.9827,0.0503
-0.9825,0.0499
-0.9822,0.0491
-0.9820,0.0480
-0.9818,0.0463
-0.9815,0.0443
-0.9813,0.0420
-0.9810,0.0392
-0.9808,0.0362
-0.9805,0.0328
-0.9803,0.0291
-0.9801,0.0252
-0.9798,0.0211
-0.9796,0.0168
-0.9793,0.0123
-0.9791,0.0078
-0.9788,0.0032
-0.9786,-0.0015
-0.9783,-0.0061
-0.9781,-0.0107
-0.9779,-0.0152
-0.9776,-0.0196
-0.9774,-0.0238
-0.9771,-0.0278
-0.9769,-0.0316
-0.9766,-0.0351
-0.9764,-0.0382
-0.9761,-0.0411
-0.9759,-0.0436
-0.9757,-0.0458
-0.9754,-0.0475
-0.9752,-0.0489
-0.9749,-0.0498
-0.9747,-0.0503
-0.9744,-0.0504
-0.9742,-0.0500
-0.9739,-0.0492
-0.9737,-0.0480
-0.9735,-0.0464
-0.9732,-0.0444
-0.9730,-0.0419
-0.9727,-0.0392
-0.9725,-0.0361
-0.9722,-0.0327
-0.9720,-0.0290
-0.9718,-0.0250
-0.9715,-0.0209
-0.9713,-0.0165
-0.9710,-0.0121
-0.9708,-0.0075
-0.9705,-0.0028
-0.9703,0.0019
-0.9700,0.0065
-0.9698,0.0111
-0.9696,0.0156
-0.9693,0.0200
-0.9691,0.0242
-0.9688,0.0282
-0.9686,0.0320
-0.9683,0.0355
-0.9681,0.0386
-0.9678,0.0415
-0.9676,0.0440
-0.9674,0.0461
-0.9671,0.0478
-0.9669,0.0491
-0.9666,0.0500
-0.9664,0.0504
-0.9661,0.0504
-0.9659,0.0500
-0.9656,0.0492
-0.9654,0.0479
-0.9652,0.0462
-0.9649,0.0441
-0.9647,0.0417
-0.9644,0.0388
-0.9642,0.0357
-0.9639,0.0322
-0.9637,0.0284
-0.9634,0.0244
-0.9632,0.0202
-0.9630,0.0158
-0.9627,0.0113
-0.9625,0.0067
-0.9622,0.0020
-0.9620,-0.0027
-0.9617,-0.0074
-0.9615,-0.0120
-0.9613,-0.0165
-0.9610,-0.0209
-0.9608,-0.0251
-0.9605,-0.0290
-0.9603,-0.0328
-0.9600,-0.0362
-0.9598,-0.0393
-0.9595,-0.0421
-0.9593,-0.0445
-0.9591,-0.0466
-0.9588,-0.0482
-0.9586,-0.0494
-0.9583,-0.0502
-0.9581,-0.0506
-0.9578,-0.0505
-0.9576,-0.0500
-0.9573,-0.0490
-0.9571,-0.0476
-0.9569,-0.0458
-0.9566,-0.0436
-0.9564,-0.0411
-0.9561,-0.0381
-0.9559,-0.0349
-0.9556,-0.0313
-0.9554,-0.0274
-0.9551,-0.0234
-0.9549,-0.0191
-0.9547,-0.0146
-0.9544,-0.0100
-0.9542,-0.0054
-0.9539,-0.0007
-0.9537,0.0041
-0.9534,0.0087
-0.9532,0.0134
-0.9530,0.0179
-0.9527,0.0222
-0.9525,0.0264
-0.9522,0.0303
-0.9520,0.0339
-0.9517,0.0373
-0.9515,0.0403
-0.9512,0.0430
-0.9510,0.0453
-0.9508,0.0473
-0.9505,0.0488
-0.9503,0.0498
-0.9500,0.0505
-0.9498,0.0507
-0.9495,0.0505
-0.9493,0.0498
-0.9490,0.0487
-0.9488,0.0471
-0.9486,0.0452
-0.9483,0.0428
-0.9481,0.0401
-0.9478,0.0370
-0.9476,0.0336
-0.9473,0.0300
-0.9471,0.0260
-0.9468,0.0218
-0.9466,0.0174
-0.9464,0.0129
-0.9461,0.0083
-0.9459,0.0036
-0.9456,-0.0012
-0.9454,-0.0059
-0.9451,-0.0106
-0.9449,-0.0152
-0.9447,-0.0197
-0.9444,-0.0240
-0.9442,-0.0280
-0.9439,-0.0319
-0.9437,-0.0354
-0.9434,-0.0387
-0.9432,-0.0416
-0.9429,-0.0441
-0.9427,-0.0463
-0.9425,-0.0481
-0.9422,-0.0494
-0.9420,-0.0503
-0.9417,-0.0507
-0.9415,-0.0508
-0.9412,-0.0503
-0.9410,-0.0494
-0.9407,-0.0481
-0.9405,-0.0464
-0.9403,-0.0442
-0.9400,-0.0417
-0.9398,-0.0388
-0.9395,-0.0356
-0.9393,-0.0320
-0.9390,-0.0282
-0.9388,-0.0241
-0.9385,-0.0198
-0.9383,-0.0153
-0.9381,-0.0107
-0.9378,-0.0060
-0.9376,-0.0012
-0.9373,0.0036
-0.9371,0.0083
-0.9368,0.0130
-0.9366,0.0175
-0.9363,0.0219
-0.9361,0.0261
-0.9359,0.0301
-0.9356,0.0338
-0.9354,0.0373
-0.9351,0.0403
-0.9349,0.0431
-0.9346,0.0454
-0.9344,0.0474
-0.9342,0.0489
-0.9339,0.0500
-0.9337,0.0507
-0.9334,0.0509
-0.9332,0.0507
-0.9329,0.0500
-0.9327,0.0489
-0.9324,0.0473
-0.9322,0.0453
-0.9320,0.0429
-0.9317,0.0402
-0.9315,0.0371
-0.9312,0.0336
-0.9310,0.0299
-0.9307,0.0259
-0.9305,0.0216
-0.9302,0.0172
-0.9300,0.0126
-0.9298,0.0079
-0.9295,0.0031
-0.9293,-0.0017
-0.9290,-0.0064
-0.9288,-0.0112
-0.9285,-0.0158
-0.9283,-0.0203
-0.9280,-0.0246
-0.9278,-0.0287
-0.9276,-0.0325
-0.9273,-0.0361
-0.9271,-0.0393
-0.9268,-0.0422
-0.9266,-0.0447
-0.9263,-0.0468
-0.9261,-0.0485
-0.9259,-0.0498
-0.9256,-0.0506
-0.9254,-0.0510
-0.9251,-0.0509
-0.9249,-0.0504
-0.9246,-0.0494
-0.9244,-0.0480
-0.9241,-0.0461
-0.9239,-0.0439
-0.9237,-0.0412
-0.9234,-0.0382
-0.9232,-0.0348
-0.9229,-0.0311
-0.9227,-0.0272
-0.9224,-0.0230
-0.9222,-0.0186
-0.9219,-0.0140
-0.9217,-0.0093
-0.9215,-0.0046
-0.9212,0.0003
-0.9210,0.0051
-0.9207,0.0099
-0.9205,0.0145
-0.9202,0.0191
-0.9200,0.0235
-0.9197,0.0277
-0.9195,0.0316
-0.9193,0.0353
-0.9190,0.0386
-0.9188,0.0416
-0.9185,0.0442
-0.9183,0.0464
-0.9180,0.0482
-0.9178,0.0496
-0.9176,0.0506
-0.9173,0.0510
-0.9171,0.0511
-0.9168,0.0506
-0.9166,0.0498
-0.9163,0.0484
-0.9161,0.0467
-0.9158,0.0445
-0.9156,0.0419
-0.9154,0.0389
-0.9151,0.0356
-0.9149,0.0320
-0.9146,0.0281
-0.9144,0.0239
-0.9141,0.0195
-0.9139,0.0150
-0.9136,0.0103
-0.9134,0.0055
-0.9132,0.0006
-0.9129,-0.0042
-0.9127,-0.0090
-0.9124,-0.0138
-0.9122,-0.0184
-0.9119,-0.0228
-0.9117,-0.0270
-0.9114,-0.0310
-0.9112,-0.0348
-0.9110,-0.0382
-0.9107,-0.0412
-0.9105,-0.0439
-0.9102,-0.0462
-0.9100,-0.0481
-0.9097,-0.0496
-0.9095,-0.0506
-0.9093,-0.0511
