t,strain*1e21
-3.3103,-0.1329
-3.3101,-0.1323
-3.3098,-0.1316
-3.3096,-0.1308
-3.3093,-0.1298
-3.3091,-0.1287
-3.3089,-0.1275
-3.3086,-0.1262
-3.3084,-0.1247
-3.3081,-0.1232
-3.3079,-0.1215
-3.3076,-0.1197
-3.3074,-0.1178
-3.3071,-0.1158
-3.3069,-0.1137
-3.3067,-0.1114
-3.3064,-0.1091
-3.3062,-0.1066
-3.3059,-0.1041
-3.3057,-0.1015
-3.3054,-0.0987
-3.3052,-0.0959
-3.3049,-0.0930
-3.3047,-0.0900
-3.3045,-0.0869
-3.3042,-0.0837
-3.3040,-0.0804
-3.3037,-0.0771
-3.3035,-0.0737
-3.3032,-0.0702
-3.3030,-0.0667
-3.3027,-0.0631
-3.3025,-0.0594
-3.3023,-0.0557
-3.3020,-0.0519
-3.3018,-0.0481
-3.3015,-0.0443
-3.3013,-0.0403
-3.3010,-0.0364
-3.3008,-0.0324
-3.3006,-0.0284
-3.3003,-0.0244
-3.3001,-0.0203
-3.2998,-0.0162
-3.2996,-0.0121
-3.2993,-0.0080
-3.2991,-0.0039
-3.2988,0.0002
-3.2986,0.0043
-3.2984,0.0085
-3.2981,0.0126
-3.2979,0.0167
-3.2976,0.0207
-3.2974,0.0248
-3.2971,0.0288
-3.2969,0.0329
-3.2966,0.0368
-3.2964,0.0408
-3.2962,0.0447
-3.2959,0.0486
-3.2957,0.0524
-3.2954,0.0562
-3.2952,0.0599
-3.2949,0.0635
-3.2947,0.0671
-3.2944,0.0707
-3.2942,0.0741
-3.2940,0.0776
-3.2937,0.0809
-3.2935,0.0841
-3.2932,0.0873
-3.2930,0.0904
-3.2927,0.0934
-3.2925,0.0963
-3.2923,0.0992
-3.2920,0.1019
-3.2918,0.1045
-3.2915,0.1071
-3.2913,0.1095
-3.2910,0.1118
-3.2908,0.1141
-3.2905,0.1162
-3.2903,0.1182
-3.2901,0.1201
-3.2898,0.1219
-3.2896,0.1236
-3.2893,0.1251
-3.2891,0.1266
-3.2888,0.1279
-3.2886,0.1291
-3.2883,0.1302
-3.2881,0.1311
-3.2879,0.1319
-3.2876,0.1326
